#Transcript position	Transcript coverage profile
0.0	129.00931079413195
1.0	168.9695056026626
2.0	212.97468870070063
3.0	253.8668284338482
4.0	296.4265671967522
5.0	323.5225170491296
6.0	358.271190797234
7.0	387.4590873536504
8.0	416.3885483771803
9.0	432.42609814042817
10.0	439.3593771633594
11.0	444.8837061166566
12.0	466.6712689155753
13.0	484.6206300158539
14.0	492.4169171119155
15.0	507.0248355910174
16.0	512.0867605346255
17.0	512.3068501331297
18.0	525.8388083960451
19.0	523.4382940900723
20.0	529.6174197519226
21.0	526.1958188232547
22.0	520.6491655016091
23.0	517.3557671758323
24.0	524.9702519786338
25.0	516.282653426027
26.0	510.64969513451126
27.0	497.6457357348393
28.0	490.07906828912826
29.0	494.2082407148336
30.0	500.81756603750017
31.0	505.64465538539025
32.0	504.5540975995991
33.0	508.86264977075433
34.0	514.2220134700704
35.0	518.7799722448485
36.0	526.4531847555952
37.0	533.0271027445916
38.0	540.0577560194627
39.0	537.3077667948544
40.0	529.9892197998178
41.0	536.8786971542742
42.0	526.2915102213493
43.0	524.9449463537778
44.0	520.2498284227382
45.0	514.8047493842133
46.0	509.9803601195629
47.0	513.3620833972848
48.0	505.1699109975668
49.0	509.6977604462554
50.0	507.5434815634432
51.0	500.36122032756884
52.0	506.07733609122164
53.0	508.193638550982
54.0	504.34910509080805
55.0	493.5738137365532
56.0	489.0392235036757
57.0	479.82326331529515
58.0	475.9586795527719
59.0	475.0684250684519
60.0	475.5899070573062
61.0	474.84773198473823
62.0	467.63235705129904
63.0	467.46948014300216
64.0	474.2292560303807
65.0	485.71783118051934
66.0	483.7410603108764
67.0	484.31444512571363
68.0	484.9382010309109
69.0	476.42644654030113
70.0	470.4453348421651
71.0	473.95384974655906
72.0	477.1430166103323
73.0	472.71394693255434
74.0	464.8244056181569
75.0	460.36939358171986
76.0	458.1278549122358
77.0	448.9602492077634
78.0	442.5767059276544
79.0	431.2581100204339
80.0	417.7874302394055
81.0	396.621968672063
82.0	377.1932806751783
83.0	358.0787794710782
84.0	345.6261194090131
85.0	347.3510804572918
86.0	342.0971224452074
87.0	320.9594305076246
88.0	295.2661115445903
89.0	260.7664389646972
90.0	229.7608847615989
91.0	206.16329392893053
92.0	174.55180048867297
93.0	144.89931135723336
94.0	117.94088967966837
95.0	102.87425468879533
96.0	73.76422143147254
97.0	55.04341253413119
98.0	34.85029120461979
99.0	12.624387516225434
