tx	gene_id	HBRRep1	HBRRep2	HBRRep3	UHRRep1	UHRRep2	UHRRep3
ENST00000390323	ENSG00000211677	0	0	0	55096.569964	49027.543057	48799.682799
ENST00000390324	ENSG00000211678	0	0	0	0	0	0
ENST00000390325	ENSG00000211679	0	0	0	5443.009523	4612.223189	5352.338476
ENST00000390326	ENSG00000211680	0	0	0	0	0	0
ENST00000517690	ENSG00000254029	0	0	0	0	0	0
ENST00000390327	ENSG00000211681	0	0	0	0	0	0
ENST00000519670	ENSG00000254030	0	0	0	0	0	0
ENST00000390328	ENSG00000211682	0	0	0	0	0	0
ENST00000410078	ENSG00000222037	0	0	0	0	0	0
ENST00000390330	ENSG00000211684	0	0	0	0	0	0
ENST00000390331	ENSG00000211685	0	0	0	133.319576	71.604248	78.49338
ENST00000415639	ENSG00000237472	0	0	0	0	0	0
ENST00000420944	ENSG00000223679	0	0	0	0	0	0
ENST00000216036	ENSG00000100218	11.993261	6.919654	0	0	0	0
ENST00000615612	ENSG00000128266	674.833771	629.665113	617.058346	43.520788	34.654921	41.783597
ENST00000492538	ENSG00000128266	0	0	0	0	0	0
ENST00000479571	ENSG00000128266	62.696928	24.525144	0	12.459006	0	15.430965
ENST00000421213	ENSG00000100218	0	0	0	0	0	0
ENST00000439064	ENSG00000100218	0	14.768937	16.573726	0	0	0
ENST00000635920	ENSG00000283438	84.919652	0	0	0	0	0
ENST00000452757	ENSG00000100218	0	45.725659	25.719504	0	0	0
ENST00000406876	ENSG00000100218	42.938952	0	0	0	0	0
ENST00000459276	ENSG00000275635	0	0	0	0	0	0
ENST00000263116	ENSG00000100228	43.138722	53.025731	73.506313	17.714766	14.10078	17.476608
ENST00000341989	ENSG00000100228	65.068703	0	0	0	0	0
ENST00000420895	ENSG00000100228	0	0	0	0	0	0
ENST00000479188	ENSG00000186716	0	0	0	0	0	0
ENST00000412037	ENSG00000236794	0	0	0	0	0	0
ENST00000305877	ENSG00000186716	170.290726	148.509645	250.223252	69.353718	63.524388	62.316302
ENST00000359540	ENSG00000186716	198.949519	248.569527	186.679626	183.687101	152.922795	183.46362
ENST00000398512	ENSG00000186716	0	108.326746	0	0	0	0
ENST00000463770	ENSG00000186716	0	0	0	0	0	0
ENST00000487679	ENSG00000186716	0	0	0	0	0	0
ENST00000480973	ENSG00000186716	0	0	0	0	0	0
ENST00000427791	ENSG00000186716	0	0	0	0	94.022748	0
ENST00000467969	ENSG00000240160	0	0	0	0	0	0
ENST00000426721	ENSG00000230701	9.122609	11.249082	12.581875	16.74861	15.584625	25.746116
ENST00000487968	ENSG00000186716	18.402017	11.636268	3.982219	8.076701	11.768232	27.256811
ENST00000466076	ENSG00000186716	0	59.772202	37.775386	0	0	0
ENST00000419722	ENSG00000186716	0	58.226288	0	0	0	0
ENST00000471452	ENSG00000186716	40.523501	33.132406	0	37.819623	13.801637	0
ENST00000478978	ENSG00000186716	32.480166	0	0	0	0	18.15255
ENST00000475025	ENSG00000186716	0	0	0	0	0	0
ENST00000436990	ENSG00000186716	11.617886	13.000936	4.550186	3.934296	9.947328	6.220792
ENST00000458056	ENSG00000186716	15.947348	13.124952	28.607934	3.615721	10.881005	8.929079
ENST00000440602	ENSG00000214526	0	0	0	0	0	0
ENST00000450776	ENSG00000236611	0	0	0	0	0	0
ENST00000400418	ENSG00000215478	0	0	0	0	0	0
ENST00000422151	ENSG00000215478	0	0	0	0	0	0
ENST00000431237	ENSG00000215478	0	0	0	0	0	0
ENST00000415114	ENSG00000215478	0	0	0	0	0	0
ENST00000424029	ENSG00000215478	0	60.844478	0	0	0	0
ENST00000255890	ENSG00000133519	0	35.962106	0	0	0	0
ENST00000433168	ENSG00000133519	60.212407	0	52.735585	0	0	7.471129
ENST00000420968	ENSG00000133519	32.268096	13.31049	0	0	0	0
ENST00000456279	ENSG00000133519	0	0	0	0	0	0
ENST00000512987	ENSG00000248409	0	0	0	0	0	0
ENST00000418264	ENSG00000133519	0	19.24921	0	0	5.231958	0
ENST00000449711	ENSG00000234928	0	0	0	0	8.640138	0
ENST00000428415	ENSG00000234928	0	0	0	0	0	0
ENST00000454268	ENSG00000227755	0	0	0	0	0	0
ENST00000457193	ENSG00000227755	0	18.635017	0	10.673906	0	0
ENST00000426024	ENSG00000227755	0	0	0	0	0	0
ENST00000320372	ENSG00000178248	0	0	0	0	4.581223	0
ENST00000432249	ENSG00000225413	0	0	0	0	0	0
ENST00000629869	ENSG00000280623	0	0	0	188.946052	175.648332	209.938356
ENST00000626825	ENSG00000280623	0	0	0	8.017255	8.723356	46.529224
ENST00000627127	ENSG00000280623	0	0	2.303749	150.889399	165.832204	157.485065
ENST00000454863	ENSG00000224277	0	0	0	0	0	0
ENST00000458318	ENSG00000224277	0	0	0	0	0	0
ENST00000249053	ENSG00000128322	0	0	0	0	0	19.498537
ENST00000330377	ENSG00000128322	0	0	0	0	0	0
ENST00000438703	ENSG00000128322	0	0	0	0	0	0
ENST00000608615	ENSG00000272733	10.377683	17.028182	0	0	7.08324	0
ENST00000614827	ENSG00000278655	0	0	0	0	0	0
ENST00000317749	ENSG00000189269	0	0	0	0	0	0
ENST00000622821	ENSG00000275609	0	0	0	0	0	0
ENST00000614553	ENSG00000189269	0	14.997295	16.83115	0	0	10.295579
ENST00000390329	ENSG00000211683	0	16.916811	0	4.923708	7.036844	6.141662
ENST00000430357	ENSG00000228315	0	0	0	0	0	0
ENST00000455485	ENSG00000228315	87.833921	84.364824	84.467244	24.288795	0	42.541136
ENST00000452737	ENSG00000228315	0	0	0	0	0	0
ENST00000451837	ENSG00000228315	0	0	0	0	0	0
ENST00000422506	ENSG00000228315	0	0	0	0	0	0
ENST00000445682	ENSG00000228315	155.456924	97.114739	172.278253	53.117698	44.494244	0
ENST00000430707	ENSG00000234353	0	15.173022	0	7.311378	53.755407	20.707732
ENST00000425948	ENSG00000234353	0	0	0	0	0	0
ENST00000428790	ENSG00000244723	0	0	0	0	0	0
ENST00000423913	ENSG00000273000	0	0	0	12.139586	0	0
ENST00000421064	ENSG00000273000	0	97.877976	11.573293	47.337919	59.673541	99.740358
ENST00000434893	ENSG00000273000	0	0	0	0	49.013545	0
ENST00000417194	ENSG00000272578	22.702338	13.005274	15.263984	33.482102	43.468137	2.312511
ENST00000435868	ENSG00000272578	0	0	0	0	0	0
ENST00000438858	ENSG00000272578	0	36.09252	0	0	0	0
ENST00000458554	ENSG00000272578	0	0	65.164933	0	0	0
ENST00000451919	ENSG00000272578	0	16.855798	0	0	0	24.682002
ENST00000437862	ENSG00000272578	0	0	0	14.251441	0	0
ENST00000441897	ENSG00000159496	0	0	0	0	0	0
ENST00000401461	ENSG00000159496	0	0	0	0	0	0
ENST00000612432	ENSG00000159496	0	0	0	0	0	0
ENST00000615003	ENSG00000159496	0	0	0	0	0	0
ENST00000290691	ENSG00000159496	0	0	0	0	0	0
ENST00000460003	ENSG00000159496	0	0	0	0	0	0
ENST00000423392	ENSG00000159496	0	0	0	0	0	0
ENST00000467354	ENSG00000159496	0	0	0	0	0	0
ENST00000452208	ENSG00000159496	0	26.330782	0	0	32.885014	9.038155
ENST00000460167	ENSG00000159496	0	0	0	0	0	0
ENST00000432595	ENSG00000272578	0	0	0	0	0	0
ENST00000444220	ENSG00000272578	0	0	0	0	0	81.612778
ENST00000437294	ENSG00000272578	0	0	0	0	0	0
ENST00000341976	ENSG00000187792	34.898707	52.845433	39.801652	50.450115	42.953108	30.76461
ENST00000398465	ENSG00000128218	0	0	0	0	0	15.97549
ENST00000248948	ENSG00000128218	0	0	0	0	0	0
ENST00000498542	ENSG00000169314	0	0	0	0	0	0
ENST00000477921	ENSG00000169314	0	0	0	0	3.484214	5.755499
ENST00000402217	ENSG00000169314	0	0	0	0	0	0
ENST00000305199	ENSG00000169314	0	0	0	0	0	0
ENST00000382821	ENSG00000169314	0	0	0	0	0	0
ENST00000520222	ENSG00000250479	1467.10181	1834.181263	1258.821373	979.137557	987.647855	1108.372934
ENST00000401675	ENSG00000250479	0	0	23.256088	0	0	0
ENST00000484558	ENSG00000250479	94.998015	48.429319	0	0	7.446806	0
ENST00000523865	ENSG00000250479	0	0	0	0	23.481743	0
ENST00000517886	ENSG00000250479	0	0	128.047836	42.989041	0	37.65099
ENST00000465385	ENSG00000099953	2.58189	0	0	1.978466	2.705493	5.821375
ENST00000477567	ENSG00000099953	0	0	0	0	0	0
ENST00000489582	ENSG00000099953	0	0	0	0	0	0
ENST00000215743	ENSG00000099953	0	0	0	72.135673	53.108397	55.274028
ENST00000465730	ENSG00000099953	0	0	0	0	0	0
ENST00000428253	ENSG00000099953	0	0	0	0	0	0
ENST00000437086	ENSG00000099953	0	0	9.129956	0	0	0
ENST00000460352	ENSG00000099953	0	0	0	0	0	0
ENST00000434318	ENSG00000099953	0	0	0	0	0	0
ENST00000493132	ENSG00000099953	0	0	0	0	0	0
ENST00000492464	ENSG00000099953	0	0	0	0	0	0
ENST00000488363	ENSG00000099953	0	0	0	0	0	0
ENST00000480185	ENSG00000099953	0	0	0	0	0	0
ENST00000624319	ENSG00000280178	0	0	0	0	0	0
ENST00000417137	ENSG00000099956	0	128.237154	0	0	0	0
ENST00000344921	ENSG00000099956	0	0	0	8.101184	0	0
ENST00000263121	ENSG00000099956	236.838856	217.481468	312.249996	221.551626	249.572848	76.933533
ENST00000407422	ENSG00000099956	123.188791	90.586513	0	225.584971	289.342324	389.888814
ENST00000407082	ENSG00000099956	0	0	0	0	0	0
ENST00000634926	ENSG00000099956	0	0	0	0	0	0
ENST00000635578	ENSG00000099956	0	0	0	0	0	0
ENST00000491967	ENSG00000099956	79.747556	0	46.480104	0	16.486954	27.176147
ENST00000477836	ENSG00000099956	0	20.537989	0	0	0	0
ENST00000464023	ENSG00000099958	0	16.322272	0	0	0	0
ENST00000406855	ENSG00000099958	0	0	0	31.893303	34.462756	38.375773
ENST00000404056	ENSG00000099958	6.410764	0	5.895256	14.752386	37.964961	27.245386
ENST00000290730	ENSG00000099958	0	0	0	29.08822	0	35.021876
ENST00000493596	ENSG00000099958	0	0	0	0	0	0
ENST00000464034	ENSG00000099958	0	0	0	0	0	0
ENST00000488272	ENSG00000099958	0	0	0	0	0	0
ENST00000318109	ENSG00000099958	0	0	25.198585	170.680872	62.865965	142.421626
ENST00000476077	ENSG00000099958	0	0	0	0	64.381347	0
ENST00000464110	ENSG00000099958	0	0	0	0	13.375888	0
ENST00000609825	ENSG00000272973	0	105.00155	19.655015	20.008385	0	24.026701
ENST00000345044	ENSG00000133460	101.300866	41.117339	75.32952	7.001916	27.127678	23.262442
ENST00000403208	ENSG00000133460	0	0	0	0	0	0
ENST00000398356	ENSG00000133460	0	0	0	0	0	0
ENST00000405847	ENSG00000133460	51.905778	0	54.826092	31.307556	92.788521	47.522018
ENST00000467660	ENSG00000133460	0	0	0	0	0	0
ENST00000405286	ENSG00000133460	0	0	45.420446	0	0	0
ENST00000255830	ENSG00000133460	0	0	0	0	0	0
ENST00000489322	ENSG00000133460	0	64.950894	0	0	11.019204	25.692159
ENST00000440493	ENSG00000133460	0	0	0	0	0	11.722614
ENST00000473740	ENSG00000133460	0	0	0	0	0	0
ENST00000611880	ENSG00000133460	0	7.155286	0	0	0	0
ENST00000492516	ENSG00000133460	0	0	0	0	0	0
ENST00000423972	ENSG00000133460	0	0	0	0	0	0
ENST00000418102	ENSG00000133460	0	0	0	0	0	0
ENST00000491948	ENSG00000133460	52.848065	0	23.4138	36.495729	38.152493	0
ENST00000436643	ENSG00000133460	0	83.500388	0	0	0	0
ENST00000405340	ENSG00000133460	0	15.479632	0	0	16.39139	0
ENST00000461809	ENSG00000133460	0	0	11.615784	9.543053	0	0
ENST00000316185	ENSG00000133460	0	0	0	0	0	0
ENST00000433835	ENSG00000251357	0	0	0	32.948675	0	0
ENST00000624923	ENSG00000279467	0	0	0	0	1.640369	0
ENST00000482576	ENSG00000133460	0	0	0	0	0	0
ENST00000472526	ENSG00000133460	0	0	0	0	0	0
ENST00000491172	ENSG00000244425	0	0	0	0	0	0
ENST00000473357	ENSG00000133460	21.604127	26.681578	24.753401	15.726357	15.883045	8.142379
ENST00000486907	ENSG00000133460	51.621937	9.21998	0	0	5.726779	7.066501
ENST00000215754	ENSG00000240972	1152.70678	1051.297816	1002.475434	1745.027806	1224.103555	2111.421498
ENST00000406213	ENSG00000218537	7.232022	0	6.647845	9.986062	14.817877	12.23451
ENST00000465752	ENSG00000240972	0	0	0	169.528284	815.13125	771.740307
ENST00000498385	ENSG00000240972	693.567656	1162.477488	1064.393924	3151.455027	3570.796116	3036.000811
ENST00000609510	ENSG00000273295	15.522704	15.611644	15.862839	21.310965	23.585169	22.413969
ENST00000439492	ENSG00000225282	0	0	0	0	0	3.343673
ENST00000443377	ENSG00000206090	0	0	0	0	0	0
ENST00000440099	ENSG00000231271	0	0	0	0	0	0
ENST00000290765	ENSG00000133433	81.407873	50.095147	56.107806	46.981982	48.620958	63.0544
ENST00000404172	ENSG00000133433	0	0	0	0	0	0
ENST00000423307	ENSG00000228039	0	0	0	0	0	0
ENST00000215770	ENSG00000099974	7.486494	6.164245	7.013104	17.665108	5.056829	17.406431
ENST00000609736	ENSG00000272787	0	0	0	0	13.100384	21.592503
ENST00000398344	ENSG00000099977	0	0	0	0	0	0
ENST00000350608	ENSG00000099977	632.811504	492.019919	561.288589	932.714942	858.236124	1259.483893
ENST00000428792	ENSG00000099977	0	0	0	0	0	0
ENST00000404092	ENSG00000099977	0	0	0	0	0	0
ENST00000444947	ENSG00000099977	26.516651	36.348941	25.500877	27.48601	87.249443	66.994314
ENST00000403754	ENSG00000099977	0	0	0	0	153.416588	0
ENST00000430101	ENSG00000099977	0	0	0	23.016476	0	25.2187
ENST00000506097	ENSG00000250470	0	0	0	0	0	0
ENST00000402588	ENSG00000099984	0	0	0	0	0	0
ENST00000634759	ENSG00000099984	0	0	0	0	0	0
ENST00000621118	ENSG00000099984	0	0	0	0	0	0
ENST00000437021	ENSG00000224205	0	0	0	0	0	0
ENST00000611600	ENSG00000276950	0	0	0	0	0	0
ENST00000612717	ENSG00000276950	0	0	0	0	3.986264	3.292026
ENST00000621179	ENSG00000276950	0	0	0	0	0	0
ENST00000617532	ENSG00000276950	0	0	0	0	0	0
ENST00000612817	ENSG00000276950	0	0	0	0	0	0
ENST00000617461	ENSG00000276950	0	0	0	0	0	0
ENST00000440539	ENSG00000235689	0	0	0	0	0	0
ENST00000454754	ENSG00000099991	0	0	0	0	0	0
ENST00000263119	ENSG00000099991	292.94454	177.299632	158.790193	158.895582	187.485811	68.848136
ENST00000617531	ENSG00000099991	0	0	46.00518	0	0	0
ENST00000405822	ENSG00000099991	0	0	0	4.655049	0	0
ENST00000445422	ENSG00000099991	53.677848	100.149358	103.644145	68.17684	74.879404	56.814814
ENST00000398319	ENSG00000099991	0	49.738234	50.518487	97.628496	35.313057	165.521605
ENST00000474981	ENSG00000099991	0	0	0	0	0	0
ENST00000484593	ENSG00000099991	0	0	0	0	0	0
ENST00000496016	ENSG00000099991	0	0	0	31.337151	0	0
ENST00000467937	ENSG00000099991	0	0	116.563687	12.699428	18.297809	48.30586
ENST00000444093	ENSG00000232545	0	19.978446	22.455135	34.410591	16.654433	0
ENST00000337989	ENSG00000099991	82.087178	172.574096	130.381047	0	0	0
ENST00000495121	ENSG00000099991	0	0	0	0	0	0
ENST00000485008	ENSG00000099991	61.348869	18.527397	77.029878	0	16.743369	12.143645
ENST00000459824	ENSG00000099991	52.484538	121.194545	55.240849	12.662231	0	53.932475
ENST00000358321	ENSG00000099994	17.905555	15.450826	12.035037	12.103731	16.049515	16.472954
ENST00000463101	ENSG00000099994	3.680638	2.538055	4.571082	1.759236	8.045603	0
ENST00000263112	ENSG00000099998	60.345129	0	0	0	0	7.384839
ENST00000327365	ENSG00000099998	0	88.243339	63.007542	16.763396	0	0
ENST00000425408	ENSG00000099998	0	34.490861	0	0	8.046896	0
ENST00000398292	ENSG00000099998	0	0	0	0	0	0
ENST00000424217	ENSG00000099998	92.448297	0	0	0	15.914299	0
ENST00000623756	ENSG00000099998	5.407419	0	2.530509	0	0	0
ENST00000402176	ENSG00000230712	0	0	0	0	0	0
ENST00000414583	ENSG00000128262	1.945094	3.200874	3.577809	0	1.35605	0
ENST00000441984	ENSG00000128262	0	0	0	0	0	0
ENST00000419222	ENSG00000128262	0	0	0	0	0	0
ENST00000444246	ENSG00000225098	0	0	0	0	0	0
ENST00000396982	ENSG00000215464	0	0	0	0	0	0
ENST00000437398	ENSG00000100014	0	0	64.019558	138.27058	42.27116	93.241612
ENST00000421374	ENSG00000100014	187.193965	164.991945	277.184111	54.830427	0	0
ENST00000314328	ENSG00000100014	223.138728	221.123797	145.780301	94.495438	147.237657	93.740752
ENST00000416735	ENSG00000100014	0	0	0	23.278025	0	0
ENST00000541492	ENSG00000100014	115.588904	211.225781	159.121883	51.546864	122.599655	92.566019
ENST00000358654	ENSG00000258555	43.779449	0	53.220715	0	0	0
ENST00000440893	ENSG00000100014	0	0	0	0	0	0
ENST00000472799	ENSG00000100014	17.600773	13.454528	17.112955	27.953154	12.372813	0
ENST00000467385	ENSG00000128271	0	40.904749	0	0	0	0
ENST00000486351	ENSG00000128271	0	0	0	0	0	0
ENST00000424232	ENSG00000128271	0	0	0	0	0	0
ENST00000611543	ENSG00000128271	0	0	0	0	48.89722	49.895838
ENST00000486108	ENSG00000128271	0	0	0	0	0	0
ENST00000464977	ENSG00000128271	0	0	0	0	0	0
ENST00000444262	ENSG00000128271	0	0	0	0	0	0
ENST00000496258	ENSG00000128271	0	0	0	0	0	0
ENST00000337539	ENSG00000128271	0	0	0	0	0	0
ENST00000496497	ENSG00000128271	0	0	0	0	0	0
ENST00000326341	ENSG00000178803	0	0	0	0	5.403023	0
ENST00000472248	ENSG00000128271	0	0	0	0	0	0
ENST00000610595	ENSG00000128271	0	0	0	0	0	0
ENST00000618076	ENSG00000128271	0	78.844911	0	45.736422	0	0
ENST00000436735	ENSG00000128271	45.10774	0	0	0	0	0
ENST00000439591	ENSG00000128271	0	0	0	0	0	0
ENST00000427813	ENSG00000178803	0	0	0	0	0	0
ENST00000412790	ENSG00000178803	0	0	0	0	0	0
ENST00000415388	ENSG00000100024	0	0	0	0	0	0
ENST00000326010	ENSG00000100024	0	0	4.092973	2.042909	7.243546	2.51269
ENST00000382760	ENSG00000100024	0	4.412895	0	0	0	0
ENST00000432032	ENSG00000228923	0	0	0	0	20.856986	0
ENST00000498140	ENSG00000100024	0	0	0	0	3.628008	0
ENST00000486043	ENSG00000100024	0	0	0	0	0	0
ENST00000621833	ENSG00000138867	0	79.569502	0	208.545644	127.813121	102.035694
ENST00000407471	ENSG00000138867	0	0	0	0	0	0
ENST00000435822	ENSG00000138867	158.891012	54.054989	126.596961	263.345874	264.786001	332.773073
ENST00000398245	ENSG00000138867	0	0	0	0	0	0
ENST00000490922	ENSG00000138867	0	0	0	0	0	0
ENST00000404664	ENSG00000138867	0	0	46.848134	0	0	0
ENST00000447813	ENSG00000138867	0	0	0	0	0	18.703385
ENST00000402766	ENSG00000138867	0	0	0	0	0	0
ENST00000493099	ENSG00000138867	0	0	0	0	0	0
ENST00000480272	ENSG00000138867	0	0	0	25.830942	0	15.376162
ENST00000407973	ENSG00000138867	0	0	0	0	0	0
ENST00000468170	ENSG00000138867	0	0	0	23.649014	0	0
ENST00000490810	ENSG00000138867	0	0	0	0	106.896048	0
ENST00000215829	ENSG00000100028	253.951738	378.463507	262.306187	435.550822	557.17813	486.204348
ENST00000468770	ENSG00000100028	0	0	62.68976	21.955951	78.934425	46.209955
ENST00000402849	ENSG00000100028	0	0	0	488.511582	892.221658	0
ENST00000404603	ENSG00000100028	315.541896	86.300372	561.40261	552.165437	0	906.151323
ENST00000439775	ENSG00000100028	0	20.10672	0	22.466425	0	29.058807
ENST00000248923	ENSG00000100031	0	0	0	45.054867	90.048435	0
ENST00000318753	ENSG00000178026	47.268017	43.692907	33.780083	46.734138	0	24.565807
ENST00000446942	ENSG00000178026	28.19239	30.588581	60.515668	9.132567	21.148153	0
ENST00000491910	ENSG00000178026	0	8.078678	0	6.321963	0	18.278984
ENST00000404045	ENSG00000178026	0	0	0	0	15.458703	0
ENST00000460524	ENSG00000178026	25.571172	35.214601	19.426535	0	21.840383	0
ENST00000495297	ENSG00000178026	0	0	0	0	0	22.257727
ENST00000465334	ENSG00000178026	0	0	28.389219	5.55976	20.032634	27.063095
ENST00000464490	ENSG00000178026	23.436123	0	0	0	0	0
ENST00000456869	ENSG00000100031	22.220453	0	0	0	0	0
ENST00000411974	ENSG00000100031	0	0	0	12.793954	0	0
ENST00000438893	ENSG00000230947	0	0	0	0	0	0
ENST00000412658	ENSG00000100031	0	0	0	36.037165	0	26.796611
ENST00000445029	ENSG00000100031	0	0	0	0	0	0
ENST00000419133	ENSG00000100031	0	0	0	0	25.783157	25.8589
ENST00000400382	ENSG00000100031	0	0	0	0	0	26.184176
ENST00000438643	ENSG00000100031	0	0	0	16.587736	34.513547	0
ENST00000452551	ENSG00000100031	0	0	0	0	0	0
ENST00000412898	ENSG00000100031	0	0	0	0	0	0
ENST00000400380	ENSG00000100031	0	0	0	35.786576	9.664829	35.662041
ENST00000455483	ENSG00000100031	0	0	0	0	0	0
ENST00000430289	ENSG00000100031	0	0	0	0	0	0
ENST00000447416	ENSG00000100031	0	0	17.934039	0	0	0
ENST00000432867	ENSG00000100031	0	0	0	0	42.01213	0
ENST00000451366	ENSG00000100031	0	0	0	0	0	0
ENST00000428855	ENSG00000100031	0	22.031955	44.806422	0	0	14.816426
ENST00000425895	ENSG00000100031	0	31.512349	13.411535	21.584562	0	12.666466
ENST00000474191	ENSG00000100031	0	0	0	0	0	0
ENST00000487766	ENSG00000100031	0	0	0	0	0	28.662191
ENST00000466310	ENSG00000100031	43.78781	0	0	0	0	0
ENST00000401885	ENSG00000100031	0	0	0	0	0	0
ENST00000404532	ENSG00000100031	0	0	0	100.378171	0	61.858377
ENST00000403838	ENSG00000100031	0	0	0	0	0	0
ENST00000404223	ENSG00000100031	0	0	0	0	0	11.544738
ENST00000404920	ENSG00000100031	0	0	0	0	0	0
ENST00000490087	ENSG00000100031	0	0	56.462299	0	0	0
ENST00000447261	ENSG00000215481	0	0	0	10.13584	10.756787	12.415056
ENST00000621462	ENSG00000215481	0	9.398671	0	0	0	0
ENST00000382243	ENSG00000215481	0	0	0	0	0	0
ENST00000611425	ENSG00000215481	0	0	0	3.615721	0	8.929529
ENST00000614808	ENSG00000215481	37.627969	0	42.761549	20.58234	14.989124	27.731345
ENST00000436994	ENSG00000224124	0	0	0	3.90545	0	0
ENST00000430731	ENSG00000224806	0	0	0	0	0	0
ENST00000409926	ENSG00000224334	0	0	0	0	6.484664	0
ENST00000633827	ENSG00000282012	0	0	0	0	0	0
ENST00000456260	ENSG00000237601	0	0	0	0	0	0
ENST00000442565	ENSG00000182351	0	0	0	0	0	0
ENST00000616349	ENSG00000184571	0	0	0	0	0	0
ENST00000332271	ENSG00000184571	0	0	0	0	0	0
ENST00000533313	ENSG00000184571	0	0	0	0	0	0
ENST00000527701	ENSG00000184571	0	0	0	0	0	0
ENST00000532537	ENSG00000184571	0	0	0	1.505099	0	0
ENST00000610372	ENSG00000167037	69.339102	81.323986	23.693385	2.964759	3.322592	2.378516
ENST00000400358	ENSG00000167037	97.96209	116.918607	144.467901	0	0	0
ENST00000470591	ENSG00000167037	0	0	0	0	0	0
ENST00000400359	ENSG00000167037	0	0	0	0	0	0
ENST00000473458	ENSG00000167037	32.741766	3.679015	6.560009	0	0	0
ENST00000480523	ENSG00000167037	0	0	13.169844	0	0	3.630132
ENST00000362913	ENSG00000199783	0	0	0	0	0	0
ENST00000407886	ENSG00000206069	0	0	0	0	0	0
ENST00000423535	ENSG00000206069	0	0	0	0	0	0
ENST00000406486	ENSG00000197077	0	50.885879	0	30.999837	28.906437	34.4452
ENST00000623888	ENSG00000279085	0	0	0	0	2.471085	0
ENST00000624101	ENSG00000279548	0	0	0	0	0	0
ENST00000358431	ENSG00000197077	45.871348	0	49.196397	20.133245	0	19.757738
ENST00000494730	ENSG00000197077	16.364154	5.12653	5.889089	9.94467	6.869876	2.124569
ENST00000461374	ENSG00000197077	0	0	0	0	12.839438	0
ENST00000623239	ENSG00000279006	0	0	0	0	0	0
ENST00000623980	ENSG00000279110	0	0	0	0	0.995573	0
ENST00000401395	ENSG00000197077	0	48.573221	0	5.850129	41.198948	32.596204
ENST00000366110	ENSG00000203280	0	9.854763	11.042652	0	0	0
ENST00000637069	ENSG00000197077	101.902088	77.984365	94.967417	22.063735	16.754843	11.428058
ENST00000604037	ENSG00000271181	0	0	0	0	0	0
ENST00000215855	ENSG00000100053	0	0	0	0	0	0
ENST00000404334	ENSG00000100053	0	0	0	0	0	0
ENST00000454253	ENSG00000236641	0	0	0	0	0	0
ENST00000398215	ENSG00000244752	0	10.831452	0	0	18.029455	0
ENST00000623422	ENSG00000279298	0	0	0	0	0	0
ENST00000411511	ENSG00000233577	0	0	0	0	0	0
ENST00000432495	ENSG00000233577	0	0	0	0	0	0
ENST00000412472	ENSG00000206066	0	0	0	0	0	0
ENST00000433457	ENSG00000230637	0	0	0	0	0	0
ENST00000434827	ENSG00000231466	0	0	28.513839	28.82892	10.583704	0
ENST00000467672	ENSG00000100068	0	0	0	17.452172	11.485221	0
ENST00000610821	ENSG00000100068	9.738148	6.782057	2.809689	0	0	14.165611
ENST00000402859	ENSG00000100068	21.890803	0	0	36.03081	31.917965	0
ENST00000444995	ENSG00000100068	0	0	16.23755	10.552915	14.634174	51.31258
ENST00000402785	ENSG00000100068	0	0	0	0	0	0
ENST00000474163	ENSG00000100068	0	0	0	0	0	0
ENST00000484509	ENSG00000100068	0	0	0	0	0	0
ENST00000468442	ENSG00000100068	0	18.028851	0	0	0	0
ENST00000609330	ENSG00000272942	0	0	0	0	0	9.225953
ENST00000609964	ENSG00000272798	0	0	0	0	0	0
ENST00000603243	ENSG00000271138	0	0	0	0	0	0
ENST00000382734	ENSG00000100058	73.918684	82.367624	53.590746	57.587365	53.594331	68.850913
ENST00000615588	ENSG00000277872	0	0	0	0	0	0
ENST00000415709	ENSG00000100058	86.716741	54.513792	180.716942	60.640678	49.615757	111.142371
ENST00000354451	ENSG00000100058	16.447556	0	0	18.547528	10.008332	16.220247
ENST00000509460	ENSG00000100058	0	23.212263	0	0	0	0
ENST00000609084	ENSG00000100058	17.83574	21.107566	17.098299	32.092562	34.2986	54.712804
ENST00000609475	ENSG00000272977	26.316376	36.80191	19.361251	12.054551	14.392003	4.45935
ENST00000609513	ENSG00000100058	0	8.786436	3.275012	16.329825	12.171091	6.033029
ENST00000412773	ENSG00000234884	0	0	0	0	0	0
ENST00000422876	ENSG00000234884	0	0	0	0	24.31832	0
ENST00000453811	ENSG00000234884	0	0	0	0	0	0
ENST00000324198	ENSG00000100077	175.203283	200.376656	182.798051	64.010297	73.475588	44.581056
ENST00000619906	ENSG00000100077	85.845048	95.655411	189.035042	41.401594	31.453194	79.333006
ENST00000455558	ENSG00000100077	46.465676	111.19815	31.829703	31.718942	0	0
ENST00000413494	ENSG00000237387	0	0	0	0	0	0
ENST00000418510	ENSG00000224003	12.953153	26.603326	17.861589	23.828962	13.272032	10.959488
ENST00000410653	ENSG00000222585	0	0	0	0	0	0
ENST00000536101	ENSG00000133454	0	0	0	24.959948	0	0
ENST00000335473	ENSG00000133454	0	0	0	0	11.701781	0
ENST00000407587	ENSG00000133454	0	0	0	0	0	0
ENST00000624255	ENSG00000278960	0	0	0	0	0	0
ENST00000539302	ENSG00000133454	0	0	0	12.692363	44.731262	39.175592
ENST00000418374	ENSG00000133454	0	0	0	0	0	0
ENST00000453457	ENSG00000231933	0	0	0	0	0	0
