tx	gene_id	HBRRep1	HBRRep2	HBRRep3	UHRRep1	UHRRep2	UHRRep3
ENST00000428765	ENSG00000230107	0	0	0	0	16.073032	0
ENST00000455578	ENSG00000172250	0	0	0	0	0	0
ENST00000359906	ENSG00000172250	24.100323	20.471957	0	0	8.641095	0
ENST00000434218	ENSG00000172250	0	0	0	0	0	0
ENST00000323013	ENSG00000189306	167.014202	230.275675	240.426488	190.312535	171.363949	209.653919
ENST00000416699	ENSG00000189306	0	0	73.314721	87.006145	0	39.204667
ENST00000483303	ENSG00000189306	27.528702	0	0	67.618784	27.48217	0
ENST00000447870	ENSG00000183569	0	0	0	0	0	0
ENST00000477564	ENSG00000183569	0	0	40.550972	0	7.559467	8.88558
ENST00000340239	ENSG00000183569	0	42.177305	0	0	0	0
ENST00000534080	ENSG00000183569	0	17.135128	0	0	0	15.736434
ENST00000416156	ENSG00000183569	0	0	0	14.958862	0	0
ENST00000327678	ENSG00000183569	0	0	0	0	22.328317	0
ENST00000527167	ENSG00000183569	0	0	0	0	0	0
ENST00000407614	ENSG00000183569	0	0	0	37.963339	0	18.41668
ENST00000335879	ENSG00000183569	0	0	0	36.624968	0	0
ENST00000472589	ENSG00000183569	0	0	0	0	0	0
ENST00000357802	ENSG00000182841	161.720446	157.17203	134.464386	51.048236	62.912707	71.304681
ENST00000365188	ENSG00000202058	22529.905794	20216.486773	16382.860806	9759.373696	22018.534304	16350.647474
ENST00000437211	ENSG00000182841	9.680901	7.656117	7.174698	29.525206	26.469253	18.179297
ENST00000516104	ENSG00000251913	0	0	0	0	0	0
ENST00000458605	ENSG00000182841	22.157562	22.800922	42.129163	95.091278	93.994423	66.497779
ENST00000566851	ENSG00000182841	0	89.149812	0	0	0	0
ENST00000421116	ENSG00000182841	0	0	0	9.465706	13.035544	12.446118
ENST00000445215	ENSG00000100227	0	0	0	0	0	0
ENST00000348657	ENSG00000100227	64.605731	27.683077	73.154073	56.273271	36.392327	40.609296
ENST00000252115	ENSG00000100227	318.372571	323.987068	314.008791	274.747776	281.460722	288.406027
ENST00000617178	ENSG00000100227	0	0	0	0	0	0
ENST00000451060	ENSG00000100227	0	0	0	0	0	0
ENST00000339677	ENSG00000100227	0	0	0	0	0	0
ENST00000491021	ENSG00000100227	0	19.513405	0	15.312781	18.182811	24.105127
ENST00000454057	ENSG00000100227	0	0	0	0	0	0
ENST00000463133	ENSG00000100227	0	0	0	0	0	0
ENST00000362512	ENSG00000276027	0	2802.637242	1128.951476	0	219.002006	0
ENST00000602478	ENSG00000270022	115.134583	32.586253	73.913973	152.051003	42.753928	118.518619
ENST00000361740	ENSG00000100243	50.69131	5.555326	18.138305	17.160634	26.453771	9.63229
ENST00000352397	ENSG00000100243	448.905638	311.580697	189.806285	380.635374	528.856232	484.461037
ENST00000407623	ENSG00000100243	0	0	27.526338	0	29.208838	0
ENST00000407332	ENSG00000100243	0	283.208528	299.425423	427.15062	176.724238	339.853607
ENST00000470741	ENSG00000100243	33.011508	27.066662	28.219212	27.559648	10.465959	15.773944
ENST00000402438	ENSG00000100243	0	0	0	0	0	0
ENST00000438270	ENSG00000100243	0	0	0	0	208.498016	0
ENST00000466276	ENSG00000100243	0	77.368005	0	0	0	0
ENST00000505920	ENSG00000249222	0	36.986039	0	13.970094	0	0
ENST00000401850	ENSG00000128274	0	0	0	0	0	0
ENST00000249005	ENSG00000128274	35.714738	20.967435	9.381913	77.322968	62.749772	60.465393
ENST00000381278	ENSG00000128274	0	0	0	0	0	0
ENST00000483026	ENSG00000128274	0	0	0	12.954335	0	0
ENST00000465765	ENSG00000128274	0	0	0	0	30.402434	25.043049
ENST00000363578	ENSG00000200448	0	0	0	0	0	0
ENST00000426545	ENSG00000234009	0	0	0	0	0	7.38466
ENST00000441462	ENSG00000229608	0	0	0	0	0	0
ENST00000616842	ENSG00000274717	0	0	6.087653	3.046061	4.523356	0
ENST00000263245	ENSG00000242247	196.621453	184.79348	151.747158	282.789863	352.393316	241.453842
ENST00000437119	ENSG00000242247	0	0	0	0	0	0
ENST00000453516	ENSG00000242247	0	0	0	81.788626	0	75.801797
ENST00000454099	ENSG00000242247	0	0	0	0	0	0
ENST00000507586	ENSG00000100266	0	0	0	0	0	0
ENST00000435208	ENSG00000242247	0	0	0	0	0	0
ENST00000493606	ENSG00000242247	0	0	0	13.857523	18.21738	0
ENST00000423154	ENSG00000226989	0	34.115641	0	0	0	0
ENST00000337959	ENSG00000100266	76.416592	41.564825	0	0	0	0
ENST00000263246	ENSG00000100266	165.831824	249.566134	134.072418	303.032081	324.5943	302.275602
ENST00000407585	ENSG00000100266	0	0	147.300505	6.326979	0	0
ENST00000403744	ENSG00000100266	100.898726	0	0	0	0	52.908576
ENST00000402229	ENSG00000100266	0	0	0	27.609742	0	0
ENST00000634914	ENSG00000100266	0	0	0	0	0	0
ENST00000453643	ENSG00000100266	0	0	0	0	0	0
ENST00000418133	ENSG00000100266	0	0	0	0	0	0
ENST00000422336	ENSG00000100266	0	0	0	0	0	0
ENST00000445706	ENSG00000100266	0	0	0	0	0	0
ENST00000453079	ENSG00000100266	0	0	26.028169	0	0	16.294043
ENST00000443063	ENSG00000230319	0	4.055412	0	0	3.371233	0
ENST00000439248	ENSG00000100271	0	13.987205	0	0	0	0
ENST00000266254	ENSG00000100271	134.437491	159.438877	141.243636	29.439927	0	68.61039
ENST00000440761	ENSG00000100271	0	0	0	0	51.157029	0
ENST00000331018	ENSG00000100271	0	0	0	0	0	0
ENST00000446663	ENSG00000234735	0	0	0	0	0	0
ENST00000216115	ENSG00000100290	0	9.905081	0	16.76589	24.727201	27.201256
ENST00000290429	ENSG00000100294	41.780904	68.937281	28.875671	67.480957	44.478898	76.239729
ENST00000327555	ENSG00000100294	35.803952	66.30882	141.694819	48.132028	60.191501	27.656206
ENST00000608052	ENSG00000100294	32.934191	0	60.39788	0	22.377547	0
ENST00000464244	ENSG00000100294	0	0	0	0	0	0
ENST00000337554	ENSG00000100300	144.700684	98.168232	158.939893	527.807864	555.387209	682.389192
ENST00000583777	ENSG00000100300	0	0	0	397.018398	214.855252	160.729238
ENST00000472378	ENSG00000100300	32.980157	0	0	15.467805	0	0
ENST00000428336	ENSG00000100300	0	0	0	0	0	50.908385
ENST00000329563	ENSG00000100300	0	0	0	0	27.305054	0
ENST00000396265	ENSG00000100300	0	0	0	11.847624	0	0
ENST00000216129	ENSG00000100304	134.105237	176.488116	134.3035	336.357669	377.982539	367.33727
ENST00000484711	ENSG00000100304	26.028793	53.502017	19.866967	20.400601	38.253837	5.408101
ENST00000494035	ENSG00000100304	0	0	0	0	0	0
ENST00000484118	ENSG00000100304	0	35.555254	0	9.986473	0	0
ENST00000360835	ENSG00000159307	0	4.215919	2.698965	3.130855	6.178022	1.273605
ENST00000615096	ENSG00000159307	0	0	0	0	0	0
ENST00000420269	ENSG00000236272	0	0	0	0	0	0
ENST00000449304	ENSG00000159307	0	38.606762	0	0	0	0
ENST00000419643	ENSG00000234892	0	0	0	0	0	0
ENST00000290460	ENSG00000159307	0	0	0	0	8.534888	6.878259
ENST00000477991	ENSG00000159307	0	0	0	0	0	0
ENST00000470433	ENSG00000159307	0	0	0	0	0	0
ENST00000458463	ENSG00000203527	0	0	0	0	0	0
ENST00000461595	ENSG00000159307	0	0	0	0	0	0
ENST00000480833	ENSG00000159307	0	0	0	0	0	0
ENST00000450750	ENSG00000236117	0	0	0	0	8.263534	0
ENST00000417669	ENSG00000186732	234.007467	221.670972	263.744848	0	1.849058	0
ENST00000334209	ENSG00000186732	0	0	0	0	0	0
ENST00000443721	ENSG00000186732	115.021452	147.311075	81.575786	1.852182	0	4.558857
ENST00000447567	ENSG00000186732	0	0	0	0	0	0
ENST00000465861	ENSG00000186732	21.296183	8.751137	24.474527	0	0	0
ENST00000480239	ENSG00000186732	0	0	0	0	0	0
ENST00000431327	ENSG00000223843	3.795308	3.120817	0	0	2.593886	0
ENST00000461800	ENSG00000186976	0	0	0	0	0	0
ENST00000396231	ENSG00000186976	0	0	0	0	0	2.504729
ENST00000262726	ENSG00000186976	51.511728	39.068051	56.823918	0	0	0
ENST00000483324	ENSG00000186976	0	0	0	0	0	0
ENST00000477145	ENSG00000186976	0	0	0	0	0	0
ENST00000468552	ENSG00000186976	0	5.030205	2.12348	0	0	0
ENST00000404038	ENSG00000186976	0	34.364797	0	5.875931	0	0
ENST00000356087	ENSG00000186976	22.981026	28.978677	0	0	0	0
ENST00000419730	ENSG00000233157	17.480627	0	16.052023	0	0	9.821149
ENST00000476600	ENSG00000186976	0	0	0	0	0	0
ENST00000485142	ENSG00000186976	0	0	0	0	0	0
ENST00000476875	ENSG00000180150	0	0	0	0	0	0
ENST00000563715	ENSG00000261251	0	22.511336	12.61763	0	0	15.454746
ENST00000564696	ENSG00000261251	14.609793	0	20.144354	3.362486	14.966972	12.357468
ENST00000330884	ENSG00000130540	617.885622	996.299998	1047.103413	0	0	0
ENST00000432404	ENSG00000130540	593.806145	85.273913	0	0	15.584625	5.149223
ENST00000422525	ENSG00000130540	0	0	0	7.240512	0	0
ENST00000475131	ENSG00000130540	34.875023	66.974006	63.769086	0	0	0
ENST00000597664	ENSG00000100341	0	0	7.331026	0	0	0
ENST00000216177	ENSG00000100341	0	0	0	0	0	0
ENST00000593866	ENSG00000100341	0	0	0	0	3.18154	0
ENST00000381198	ENSG00000100341	15.473862	8.478616	0	0	0	0
ENST00000438734	ENSG00000100341	0	0	0	0	0	0
ENST00000216180	ENSG00000100344	6.272406	0	6.584851	12.978664	7.444048	27.114788
ENST00000406117	ENSG00000100344	23.418862	0	0	6.692874	0	0
ENST00000423180	ENSG00000100344	0	11.342259	0	44.495192	69.008981	37.869701
ENST00000478713	ENSG00000100344	0	0	0	0	0	0
ENST00000497129	ENSG00000100344	0	0	0	0	0	0
ENST00000350028	ENSG00000100347	230.489364	167.102111	210.262229	355.656536	424.100884	337.023916
ENST00000493161	ENSG00000100347	23.164823	0	0	0	0	0
ENST00000430869	ENSG00000224856	0	0	0	0	0	0
ENST00000474323	ENSG00000100347	5.55714	13.785501	24.713734	5.435987	12.955356	0
ENST00000494795	ENSG00000100347	10.199259	14.548	12.021784	16.129872	22.760661	1.930018
ENST00000465768	ENSG00000100347	0	0	0	0	0	0
ENST00000493621	ENSG00000100347	0	0	0	0	0	0
ENST00000406477	ENSG00000188677	0	0	57.130266	0	0	0
ENST00000338758	ENSG00000188677	96.521766	105.072495	96.952929	77.0225	79.973095	78.039419
ENST00000402876	ENSG00000188677	0	0	0	80.451503	198.910131	209.085533
ENST00000619710	ENSG00000188677	0	0	0	32.460995	86.007272	73.066961
ENST00000444029	ENSG00000188677	0	0	0	0	0	15.629297
ENST00000404989	ENSG00000188677	107.441285	47.943684	0	164.848238	188.950941	106.096007
ENST00000477795	ENSG00000188677	0	0	0	0	0	11.421083
ENST00000623440	ENSG00000279175	3.547975	3.504652	2.610778	2.9195	3.396887	4.010841
ENST00000495824	ENSG00000188677	0	0	0	0	0	0
ENST00000624919	ENSG00000280434	2.006701	3.854327	3.076327	5.198133	5.489322	3.40279
ENST00000484345	ENSG00000188677	0	58.25585	0	0	0	0
ENST00000477438	ENSG00000188677	0	0	0	0	0	0
ENST00000422871	ENSG00000138964	0	14.985544	0	7.225334	9.542385	2.833031
ENST00000453888	ENSG00000138964	0	0	0	0	8.169277	0
ENST00000444313	ENSG00000138964	0	0	0	0	0	0
ENST00000416291	ENSG00000138964	0	0	0	0	0	0
ENST00000475485	ENSG00000138964	45.692079	11.045374	0	0	0	21.658946
ENST00000417767	ENSG00000138964	0	0	0	11.251715	0	0
ENST00000356909	ENSG00000138964	0	0	0	0	0	0
ENST00000415224	ENSG00000138964	19.708066	0	27.425691	0	28.070509	0
ENST00000471836	ENSG00000138964	0	0	0	38.575229	0	0
ENST00000466375	ENSG00000138964	0	0	0	6.754889	9.931431	16.381284
ENST00000623969	ENSG00000279933	0	0	0	0	0	0
ENST00000468564	ENSG00000138964	2.767553	5.011198	14.850261	13.147287	20.439852	4.692684
ENST00000472551	ENSG00000138964	0	0	0	0	0	0
ENST00000624215	ENSG00000280011	0	0.410527	0	0.683767	1.023149	0.563786
ENST00000381176	ENSG00000138944	210.601128	238.160391	226.641957	104.868653	102.85898	107.672982
ENST00000406912	ENSG00000220702	0	0	0	0	0	0
ENST00000434327	ENSG00000236079	0	0	0	0	0	0
ENST00000415702	ENSG00000232655	0	0	0	0	0	0
ENST00000423587	ENSG00000228807	0	0	0	0	0	0
ENST00000624619	ENSG00000279642	0	0	0	0	0	0
ENST00000341255	ENSG00000188636	306.341993	377.384791	281.747853	191.252767	179.185255	178.089901
ENST00000435622	ENSG00000215333	0	0	0	0	5.796551	0
ENST00000334566	ENSG00000187012	0	0	0	0	0	0
ENST00000603530	ENSG00000187012	0	0	0	0	0	0
ENST00000605505	ENSG00000187012	0	0	0	0	0	0
ENST00000460077	ENSG00000187012	0	0	0	0	0	0
ENST00000443783	ENSG00000234300	0	0	0	0	0	0
ENST00000454525	ENSG00000231801	0	0	0	0	0	0
ENST00000611394	ENSG00000186654	0	0	0	0	0	0
ENST00000617066	ENSG00000186654	54.611219	0	0	0	14.747205	12.546333
ENST00000432186	ENSG00000186654	0	0	0	0	0	0
ENST00000624862	ENSG00000186654	0	21.823149	20.066832	0	0	0
ENST00000492475	ENSG00000186654	0	0	0	0	0	0
ENST00000006251	ENSG00000186654	0	0	0	22.753277	0	0
ENST00000459857	ENSG00000186654	0	0	0	0	0	0
ENST00000403581	ENSG00000186654	0	0	0	0	0	0
ENST00000492289	ENSG00000186654	16.765385	0	0	0	0	0
ENST00000336985	ENSG00000186654	0	0	0	0	0	0
ENST00000403696	ENSG00000186654	0	0	0	0	0	0
ENST00000457960	ENSG00000186654	0	0	0	0	0	0
ENST00000431834	ENSG00000186654	0	0	0	0	0	0
ENST00000361473	ENSG00000248405	0	0	0	0	0	0
ENST00000352766	ENSG00000248405	0	4.942291	0	0	0	0
ENST00000432916	ENSG00000186654	0	0	0	0	14.110853	7.693618
ENST00000477331	ENSG00000186654	0	0	0	0	0	0
ENST00000495250	ENSG00000248405	0	7.045309	0	4.153226	5.859786	0
ENST00000515632	ENSG00000248405	14.356384	0	0	0	0	0
ENST00000455389	ENSG00000186654	0	0	0	0	12.304168	0
ENST00000495017	ENSG00000186654	0	11.667694	0	7.235017	40.512223	13.842186
ENST00000475850	ENSG00000186654	0	0	0	32.275539	0	7.224363
ENST00000389774	ENSG00000241484	0	4.988845	0	0	0	0
ENST00000460809	ENSG00000241484	9.800554	5.673461	6.343917	11.631241	19.350646	9.316189
ENST00000396119	ENSG00000241484	0	0	0	12.832339	0	0
ENST00000447333	ENSG00000241484	0	0	0	0	0	0
ENST00000336963	ENSG00000241484	0	0	0	0	0	0
ENST00000356099	ENSG00000241484	0	0	0	28.975088	0	49.785913
ENST00000412433	ENSG00000241484	0	0	0	0	0	0
ENST00000469872	ENSG00000241484	0	0	0	0	0	0
ENST00000389772	ENSG00000241484	0	0	13.316113	0	58.335494	0
ENST00000495219	ENSG00000241484	0	0	0	0	0	0
ENST00000498310	ENSG00000241484	0	0	0	0	0	0
ENST00000469342	ENSG00000241484	0	0	0	0	0	0
ENST00000403565	ENSG00000056487	0	0	0	0	0	0
ENST00000396103	ENSG00000056487	0	0	0	0	0	0
ENST00000313237	ENSG00000056487	21.552627	7.935806	0	0	0	9.130109
ENST00000629843	ENSG00000056487	0	12.660255	10.447714	11.711561	19.41511	0
ENST00000414269	ENSG00000056487	49.068676	0	0	0	0	0
ENST00000431036	ENSG00000223730	0	0	0	0	0	0
ENST00000456225	ENSG00000223730	0	0	0	0	0	0
ENST00000420689	ENSG00000056487	0	0	0	0	0	0
ENST00000490679	ENSG00000056487	0	0	0	0	0	0
ENST00000460507	ENSG00000056487	0	0	0	0	0	0
ENST00000474327	ENSG00000056487	0	0	0	0	0	0
ENST00000462631	ENSG00000056487	0	0	0	0	0	0
ENST00000495348	ENSG00000056487	0	0	0	24.933324	0	14.861513
ENST00000424580	ENSG00000230922	6.454398	21.209943	0	5.936703	4.408881	3.640682
ENST00000491522	ENSG00000056487	23.436123	0	0	0	0	0
ENST00000426282	ENSG00000226328	100.398075	97.687264	113.824767	70.488307	77.823275	47.958654
ENST00000432502	ENSG00000226328	0	0	0	0	0	0
ENST00000609284	ENSG00000226328	47.823434	0	0	0	0	47.706465
ENST00000609432	ENSG00000273243	31.398046	0	0	29.656738	21.340347	35.108981
ENST00000347635	ENSG00000093000	214.049274	224.307657	236.298313	291.992119	327.19927	277.176232
ENST00000407019	ENSG00000093000	0	0	0	0	25.117797	0
ENST00000424634	ENSG00000093000	0	0	0	13.131127	0	16.733011
ENST00000417702	ENSG00000093000	0	0	0	0	0	0
ENST00000497960	ENSG00000093000	41.455469	35.493522	0	25.242016	36.462838	24.656295
ENST00000461437	ENSG00000093000	0	0	0	0	0	0
ENST00000434760	ENSG00000093000	0	0	0	0	0	0
ENST00000430547	ENSG00000093000	0	0	0	0	0	0
ENST00000484186	ENSG00000093000	0	0	0	0	0	0
ENST00000445721	ENSG00000093000	0	0	0	0	0	19.47986
ENST00000493456	ENSG00000093000	0	0	0	0	0	0
ENST00000396096	ENSG00000093000	46.484267	0	0	87.588269	50.078495	89.152688
ENST00000461194	ENSG00000093000	0	0	0	0	0	0
ENST00000432340	ENSG00000093000	0	0	0	0	0	0
ENST00000419387	ENSG00000093000	0	0	0	0	0	0
ENST00000422489	ENSG00000093000	0	0	0	0	0	0
ENST00000486184	ENSG00000093000	0	0	42.731252	0	0	0
ENST00000491860	ENSG00000093000	0	104.444949	0	84.517735	0	0
ENST00000469163	ENSG00000093000	0	10.564119	12.605135	5.972232	3.253881	21.802441
ENST00000610217	ENSG00000273353	0	0	0	0	0	0
ENST00000336156	ENSG00000100364	140.388856	110.251163	99.573821	61.147454	50.330694	47.441774
ENST00000423262	ENSG00000100364	244.158548	0	0	75.011514	164.863021	0
ENST00000251993	ENSG00000100364	257.498584	493.498206	440.170321	0	104.197648	0
ENST00000391627	ENSG00000100364	0	0	0	157.846231	0	234.918695
ENST00000488038	ENSG00000100364	160.03758	190.960033	219.661445	25.128259	11.31079	15.197285
ENST00000483374	ENSG00000100364	0	0	0	0	0	0
ENST00000498418	ENSG00000100364	27.820289	86.820197	140.229392	0	0	0
ENST00000474515	ENSG00000100364	0	0	0	0	0	0
ENST00000493003	ENSG00000100364	0	0	0	0	0	0
ENST00000408671	ENSG00000221598	0	0	0	0	0	0
ENST00000440039	ENSG00000100364	59.19704	0	0	0	0	0
ENST00000414854	ENSG00000100364	0	0	0	0	0	0
ENST00000424508	ENSG00000100364	0	0	0	0	0	0
ENST00000486640	ENSG00000100364	0	0	0	0	0	0
ENST00000417906	ENSG00000100364	0	0	0	0	0	0
ENST00000496226	ENSG00000100364	60.771538	0	32.891964	0	0	0
ENST00000492273	ENSG00000100364	0	0	48.249645	0	0	0
ENST00000609206	ENSG00000273287	8.265963	13.573022	0	0	0	0
ENST00000445867	ENSG00000213752	0	0	0	0	0	0
ENST00000216211	ENSG00000100373	0	0	0	9.915819	7.32471	0
ENST00000396082	ENSG00000100373	0	0	0	0	0	0
ENST00000491671	ENSG00000100376	0	0	0	0	0	0
ENST00000216214	ENSG00000100376	56.836769	52.583723	43.687472	86.105199	58.10837	85.984754
ENST00000481447	ENSG00000100376	0	0	0	0	0	0
ENST00000441876	ENSG00000100376	54.799173	0	86.169712	0	10.354355	0
ENST00000405673	ENSG00000100376	37.763725	14.741671	8.787217	30.583693	16.664111	52.602726
ENST00000477714	ENSG00000100376	46.088788	41.631045	0	11.446849	0	0
ENST00000427777	ENSG00000100376	0	0	0	0	0	0
ENST00000452238	ENSG00000100376	0	0	0	0	15.643934	0
ENST00000424557	ENSG00000100376	0	0	22.991108	0	0	14.039189
ENST00000476478	ENSG00000100376	0	0	0	0	0	0
ENST00000459849	ENSG00000100376	0	18.356233	0	51.431365	0	47.106217
ENST00000476754	ENSG00000100376	0	0	0	0	12.788491	0
ENST00000487732	ENSG00000100376	0	41.306315	0	40.489518	47.065051	0
ENST00000483102	ENSG00000100376	82.684293	0	0	0	0	0
ENST00000462361	ENSG00000100376	0	170.036525	0	0	123.542009	0
ENST00000479180	ENSG00000100376	0	0	73.350415	28.086582	0	67.153809
ENST00000357450	ENSG00000077935	0	0	0	0	0	0
ENST00000404354	ENSG00000077935	0	0	0	3.739936	7.441059	6.148195
ENST00000614167	ENSG00000128408	0	17.778389	6.632587	26.776223	39.423711	0
ENST00000621287	ENSG00000128408	0	0	0	36.822098	0	0
ENST00000466226	ENSG00000128408	0	0	0	0	0	30.016727
ENST00000454439	ENSG00000232363	0	0	0	0	0	0
ENST00000411478	ENSG00000077942	0	0	0	0	0	0
ENST00000445110	ENSG00000077942	0	0	0	0	0	0
ENST00000455233	ENSG00000077942	0	0	0	0	0	0
ENST00000402984	ENSG00000077942	0	0	0	0	0	0
ENST00000262722	ENSG00000077942	132.33583	121.655811	80.265459	157.730506	157.7638	208.520976
ENST00000327858	ENSG00000077942	37.441767	29.166169	28.406699	57.655588	61.235941	34.499635
ENST00000442170	ENSG00000077942	0	0	0	3.702449	4.476895	0
ENST00000340923	ENSG00000077942	0	0	19.220075	3.921667	19.435579	0
ENST00000439835	ENSG00000077942	0	0	0	0	0	0
ENST00000450975	ENSG00000077942	0	0	0	0	0	0
ENST00000454279	ENSG00000077942	0	0	0	0	0	0
ENST00000451475	ENSG00000077942	0	0	0	0	0	0
ENST00000437711	ENSG00000077942	0	41.496843	0	14.265616	0	16.782034
ENST00000460538	ENSG00000077942	0	0	0	0	0	0
ENST00000465578	ENSG00000077942	0	0	0	0	0	17.103688
ENST00000484531	ENSG00000077942	0	0	0	0	0	0
ENST00000476366	ENSG00000077942	0	0	0	0	0	23.111828
ENST00000460300	ENSG00000077942	0	0	0	0	15.059161	0
ENST00000422971	ENSG00000238120	0	0	0	35.352504	0	0
ENST00000516176	ENSG00000251985	0	0	0	0	0	0
ENST00000623075	ENSG00000280383	6.180812	6.455476	4.926381	5.662385	2.826459	6.294413
ENST00000381061	ENSG00000130638	0	0	0	0	0	0
ENST00000252934	ENSG00000130638	398.789118	501.75814	522.410448	241.172809	270.170339	174.8374
ENST00000498009	ENSG00000130638	180.003279	0	0	0	0	107.720462
ENST00000470722	ENSG00000130638	0	0	220.898258	0	0	0
ENST00000476998	ENSG00000130638	0	0	503.102846	0	0	221.516066
ENST00000483549	ENSG00000130638	549.929368	358.515292	139.30595	0	0	0
ENST00000435026	ENSG00000130638	0	0	0	0	0	85.464456
ENST00000493643	ENSG00000130638	248.696239	320.987709	416.737933	104.893151	167.288318	288.723631
ENST00000451241	ENSG00000130638	0	0	0	0	0	0
ENST00000464482	ENSG00000130638	35.409022	57.607108	0	33.589948	72.138486	39.53792
ENST00000585261	ENSG00000264160	0	0	0	0	0	0
ENST00000438230	ENSG00000235347	0	0	0	0	0	0
ENST00000402380	ENSG00000130638	0	0	0	0	0	0
ENST00000623717	ENSG00000279954	0	9.864712	8.271931	0	2.049544	0
ENST00000451118	ENSG00000235091	0	0	0	0	0	0
ENST00000339464	ENSG00000188064	15.094354	14.819708	13.881514	10.369988	12.038617	19.89453
ENST00000409496	ENSG00000188064	0	0	0	0	0	0
ENST00000410089	ENSG00000188064	0	0	0	0	0	0
ENST00000410058	ENSG00000188064	0	40.468508	0	0	0	0
ENST00000428540	ENSG00000188064	0	0	0	0	0	0
ENST00000624893	ENSG00000280424	4.724957	0	0	1.08186	4.845268	1.334548
ENST00000608290	ENSG00000273145	0	0	0	4.202842	31.108878	20.542105
ENST00000609737	ENSG00000231711	9.4594	15.345166	5.09068	1.668576	0	9.351205
ENST00000421538	ENSG00000231711	0	10.003604	9.557805	6.201672	10.685134	0
ENST00000444890	ENSG00000231711	29.436606	0	0	13.872707	0	0
ENST00000396008	ENSG00000182257	7.128426	0	3.277489	1.634222	2.436058	0
ENST00000608644	ENSG00000273289	95.78982	130.021143	87.842811	0	0	0
ENST00000416202	ENSG00000241990	0	72.625878	0	209.28685	0	107.741069
ENST00000381051	ENSG00000197182	112.906194	121.003969	160.296297	21.614457	64.08903	37.760652
ENST00000451166	ENSG00000241990	26.768649	24.621485	24.591015	14.406999	0	7.865647
ENST00000445441	ENSG00000241990	0	0	0	0	211.549903	0
ENST00000439423	ENSG00000231010	0	0	0	0	0	0
ENST00000412643	ENSG00000235159	13.577148	11.12655	12.472405	12.581917	0	7.638747
ENST00000443490	ENSG00000197182	31.478086	71.760021	0	13.828147	0	49.25561
ENST00000435439	ENSG00000197182	85.912379	55.184165	49.896915	21.524661	0	7.642156
ENST00000360737	ENSG00000197182	50.379846	123.903515	76.967751	27.653633	48.464834	23.052843
ENST00000579667	ENSG00000266533	0	0	0	0	0	0
ENST00000362116	ENSG00000197182	0	0	0	0	0	0
ENST00000581461	ENSG00000197182	0	0	0	0	0	0
ENST00000385140	ENSG00000197182	0	0	0	0	0	0
ENST00000440343	ENSG00000186951	0	0	0	0	0	0
ENST00000415785	ENSG00000186951	0	0	0	0	0	14.738189
ENST00000262735	ENSG00000186951	49.637736	67.378913	0	32.148997	0	36.585061
ENST00000420804	ENSG00000186951	0	0	0	24.103426	0	0
ENST00000460086	ENSG00000186951	0	0	33.206491	0	24.596709	0
ENST00000407236	ENSG00000186951	0	0	61.13308	42.338106	84.03834	30.227415
ENST00000496865	ENSG00000186951	0	0	0	0	0	0
ENST00000624793	ENSG00000186951	6.813722	5.596989	0	6.269564	9.307986	15.371465
ENST00000624818	ENSG00000280384	0	4.137585	4.628345	4.623332	13.758371	8.522773
ENST00000484619	ENSG00000186951	0	0	0	0	0	0
ENST00000481567	ENSG00000186951	0	19.525983	0	0	0	13.403491
ENST00000402126	ENSG00000186951	70.927068	33.214733	54.599851	0	0	0
ENST00000493286	ENSG00000186951	0	0	0	25.77344	18.131511	0
ENST00000404583	ENSG00000205643	67.493313	32.355972	68.419737	22.2389	50.834185	49.76045
ENST00000314567	ENSG00000205643	16.236044	0	0	33.445565	0	0
ENST00000381037	ENSG00000205643	0	0	0	0	0	0
ENST00000404744	ENSG00000205643	0	0	0	10.657723	0	0
ENST00000475605	ENSG00000205643	0	36.142024	0	0	0	56.449712
ENST00000474256	ENSG00000205643	0	57.797025	0	0	0	0
ENST00000253255	ENSG00000130943	1.2532	0	1.152648	0	0.85693	0
ENST00000417709	ENSG00000075234	41.024681	0	0	0	0	0
ENST00000381031	ENSG00000075234	65.777056	69.952152	60.447926	139.704617	153.051808	126.012873
ENST00000475467	ENSG00000075234	0	0	0	0	0	0
ENST00000421359	ENSG00000075234	0	0	0	0	0	81.327966
ENST00000629918	ENSG00000075234	0	0	0	0	0	0
ENST00000422713	ENSG00000075234	0	0	0	0	0	0
ENST00000451998	ENSG00000075234	0	18.815766	0	13.265584	64.098817	17.265493
ENST00000623117	ENSG00000277232	7.006211	5.754724	19.321249	3.22399	0	4.511265
ENST00000617229	ENSG00000277232	0	0	0	0	0	32.587273
ENST00000454366	ENSG00000075218	6.412945	2.637163	2.948631	180.147463	187.819783	179.587919
ENST00000466510	ENSG00000075218	0	0	0	14.976631	13.989975	5.638046
ENST00000479645	ENSG00000075218	0	0	0	22.412562	25.980965	10.266872
ENST00000491863	ENSG00000075218	0	13.346549	0	12.096866	0	52.957588
ENST00000476901	ENSG00000100416	0	0	0	89.874561	108.664433	81.563403
ENST00000486620	ENSG00000100416	0	48.166775	0	0	0	0
ENST00000441818	ENSG00000100416	0	0	0	26.489104	49.180254	0
ENST00000456595	ENSG00000100416	0	0	0	0	0	21.824568
ENST00000381021	ENSG00000100416	0	0	0	0	0	0
ENST00000453630	ENSG00000100416	0	0	32.68008	27.213735	0	49.194075
