#Transcript position	Transcript coverage profile
0.0	133.862771627154
1.0	165.87763701324852
2.0	198.8132565696747
3.0	230.2832881957822
4.0	264.54508271684733
5.0	290.18328240739356
6.0	318.41871021376164
7.0	345.275447286603
8.0	369.86348768373796
9.0	381.8927097097263
10.0	387.8923649762834
11.0	397.34477628800573
12.0	407.86828558413276
13.0	418.4000392458362
14.0	427.1299891277522
15.0	437.1564452192413
16.0	444.1157910255181
17.0	445.23198912641743
18.0	442.3331078306836
19.0	437.2655485688578
20.0	439.4805008066273
21.0	441.2864877149493
22.0	445.3914388930423
23.0	450.27369575096765
24.0	457.75372850717923
25.0	450.17566906001986
26.0	448.68367810670406
27.0	441.6910110362192
28.0	432.6828664421483
29.0	432.77152140001306
30.0	429.4436991235158
31.0	434.866461848717
32.0	438.48497537579925
33.0	437.57592331013535
34.0	440.8332348241753
35.0	451.567285325358
36.0	459.96968789018194
37.0	467.4770891397858
38.0	478.6210063773857
39.0	472.99576703679065
40.0	466.3287824442782
41.0	472.0389041557355
42.0	466.03013015557616
43.0	462.2493329402795
44.0	456.5795344903948
45.0	452.81733463122623
46.0	453.88838091162
47.0	455.11408179112897
48.0	443.08158373602726
49.0	441.9920943417848
50.0	439.81969553219676
51.0	431.4074350344097
52.0	429.76721829192337
53.0	433.33212106784003
54.0	424.0294321350015
55.0	411.7676575781928
56.0	408.373101876024
57.0	405.9015700069069
58.0	405.96178723581954
59.0	406.55999851785833
60.0	409.5372579124617
61.0	405.21580909688214
62.0	396.33331656352493
63.0	392.7912566791352
64.0	400.050845543206
65.0	409.46529453562516
66.0	407.5715042723547
67.0	404.07648968225544
68.0	400.40117259440365
69.0	393.6101111894367
70.0	388.58112784856206
71.0	390.72216095457236
72.0	390.8628189909828
73.0	390.04964173770077
74.0	389.1037387211601
75.0	384.72691086281253
76.0	379.2779471916309
77.0	371.31430920531136
78.0	365.22774992616985
79.0	360.0164882787693
80.0	352.38595315637184
81.0	330.4521080463871
82.0	317.1070234839021
83.0	306.95451896769174
84.0	299.7311254954408
85.0	297.8467192130208
86.0	289.5214901290926
87.0	279.04732518667123
88.0	266.1856528268567
89.0	248.10432196254294
90.0	232.74406574530602
91.0	218.64108625924527
92.0	194.55598321830232
93.0	170.04560542756292
94.0	144.43420213694725
95.0	121.96174557272423
96.0	96.01856496373073
97.0	70.95577508023132
98.0	43.30879049190165
99.0	13.296213575831938
