#Transcript position	Transcript coverage profile
0.0	0.8634867937278632
1.0	0.9279972919802751
2.0	1.0231686336208008
3.0	1.1292052137301076
4.0	1.1146917734840764
5.0	1.0724054178562001
6.0	1.0984142373364916
7.0	1.1249110401107816
8.0	1.1057194041207483
9.0	1.1232698551277942
10.0	1.2446027715525125
11.0	1.2721629513180637
12.0	1.2874416591384281
13.0	1.3332802579906835
14.0	1.288800188572253
15.0	1.2790828482578
16.0	1.2016761343977556
17.0	1.170541831365269
18.0	1.1534297411960874
19.0	1.2404817948066602
20.0	1.1670810743130275
21.0	1.1715053387638423
22.0	1.276857856689341
23.0	1.3226186334789447
24.0	1.2520918799818268
25.0	1.2506898070983108
26.0	1.2346801359682003
27.0	1.2655231371601847
28.0	1.2719658926388546
29.0	1.2439991490844586
30.0	1.1999192047153264
31.0	1.206622215012151
32.0	1.2784420648228925
33.0	1.2156367011038154
34.0	1.1401246862106245
35.0	1.0505913716710904
36.0	0.9978852088887227
37.0	0.960175692882964
38.0	1.0096047121414042
39.0	1.0343646629328391
40.0	1.2195658111502894
41.0	1.1995180109413361
42.0	1.21080504200454
43.0	1.2705042321706213
44.0	1.3205371050322556
45.0	1.2734511673979756
46.0	1.290727775812285
47.0	1.2200350092621248
48.0	1.2019141049807043
49.0	1.1837990287569122
50.0	1.1788002777500879
51.0	1.1394228079339546
52.0	1.1877754013147306
53.0	1.2066256936233268
54.0	1.2215572638726835
55.0	1.1048338890495617
56.0	1.0241064075630548
57.0	0.9373216011720397
58.0	0.997628800630781
59.0	1.117920629814584
60.0	1.1942364070607208
61.0	1.1629991188614397
62.0	1.1979346046986266
63.0	1.2474968024692643
64.0	1.409464867907174
65.0	1.5125571689582282
66.0	1.5043134019489557
67.0	1.4990844358014324
68.0	1.4803322370810312
69.0	1.4405468009187796
70.0	1.451833751026098
71.0	1.3974193165932927
72.0	1.4952371887952625
73.0	1.4572271534657784
74.0	1.5015765764891105
75.0	1.4799680924349585
76.0	1.40444168761592
77.0	1.327820153395918
78.0	1.2542655080063785
79.0	1.215351669466825
80.0	1.2187552647474214
81.0	1.0926381713591296
82.0	1.1462124305310815
83.0	1.2631244509775752
84.0	1.253582444574423
85.0	1.219516317568238
86.0	1.086794893739779
87.0	1.0627023308874088
88.0	1.138075796410273
89.0	1.21597208160413
90.0	1.1731967618481218
91.0	0.9427206286245203
92.0	0.8141562585362246
93.0	0.7655648435750436
94.0	0.6215497230858913
95.0	0.5591408621702748
96.0	0.48432425190510753
97.0	0.3265655257772473
98.0	0.09287653268985084
99.0	0.019847132934333794
