#Transcript position	Transcript coverage profile
0.0	160.92591111020286
1.0	208.56841165472176
2.0	259.70962039350667
3.0	306.1691562327176
4.0	355.62833940463713
5.0	387.09156894041377
6.0	427.6452741380097
7.0	461.4778275860214
8.0	497.1465436557001
9.0	515.8377506588259
10.0	524.1491401552553
11.0	531.0180557397166
12.0	559.0082848524318
13.0	584.4107060830672
14.0	597.071518814086
15.0	614.5109688962733
16.0	624.212483150485
17.0	622.8473502474942
18.0	641.4906432178238
19.0	638.3199088965448
20.0	646.9324385591133
21.0	644.7567316816243
22.0	639.720210134138
23.0	637.7354601883956
24.0	645.8685192020645
25.0	635.6461088483366
26.0	632.5875819129476
27.0	622.1646921709631
28.0	615.5894859174737
29.0	619.2522482381487
30.0	625.0909895435846
31.0	627.1641129467384
32.0	625.0089761018755
33.0	631.6395110234408
34.0	635.5623088363296
35.0	643.2714048816579
36.0	652.1853956944442
37.0	660.888692095776
38.0	668.0705626321566
39.0	662.4362619143798
40.0	651.6386932018446
41.0	657.4026398726841
42.0	642.876384922243
43.0	641.0802441588108
44.0	634.3096859940671
45.0	633.4814615847025
46.0	628.3264278595241
47.0	633.116935620689
48.0	625.1573734085516
49.0	628.1750988257585
50.0	629.0599631817241
51.0	623.7343027169433
52.0	630.156330805326
53.0	631.2882014379456
54.0	624.9664342010914
55.0	609.8609831827965
56.0	602.572464617589
57.0	593.8514069841467
58.0	593.379041753474
59.0	592.348942463439
60.0	590.0954799294873
61.0	588.8003755991609
62.0	577.3451341937384
63.0	572.6615168555641
64.0	577.8272019124207
65.0	584.4176480803845
66.0	582.7923869655118
67.0	580.9430893804665
68.0	580.6167779121087
69.0	571.0777762996685
70.0	564.6152925811205
71.0	571.014023573489
72.0	571.5138280130228
73.0	565.9843277661582
74.0	559.818316654886
75.0	554.2322205610276
76.0	553.2999431644257
77.0	542.756930085395
78.0	532.1531345889115
79.0	519.9768780537089
80.0	500.7640495744203
81.0	473.95223542260345
82.0	448.618677184081
83.0	423.6688177676867
84.0	409.672604977119
85.0	415.4343290053617
86.0	409.1325522501202
87.0	385.67660997707367
88.0	358.85447206777553
89.0	318.72667206528575
90.0	282.085344926876
91.0	249.959875741913
92.0	210.70430658388585
93.0	173.15288195410508
94.0	140.80180946613598
95.0	122.29496419344726
96.0	87.47355187516189
97.0	67.03466700065755
98.0	42.985901610609325
99.0	15.31086149090167
